"","is.cover90","is.cover95","SCB90","SCB95","hr.lower","hr.opt","hr.upper"
"1",1,1,0.205760905070457,0.232335051485499,0.0889139705019461,0.210818510677892,0.210818510677892
"2",1,1,0.287332797232044,0.319392916124505,0.0889139705019461,0.210818510677892,0.210818510677892
"3",1,1,0.253447193570562,0.286470537495213,0.0889139705019461,0.210818510677892,0.210818510677892
"4",1,1,0.235990696217085,0.266523757915388,0.0889139705019461,0.210818510677892,0.210818510677892
"5",1,1,0.284128503527223,0.323525794785398,0.0889139705019461,0.210818510677892,0.210818510677892
"6",1,1,0.246919495119295,0.282127795285366,0.0889139705019461,0.210818510677892,0.210818510677892
"7",1,1,0.291673442409761,0.338345459517591,0.0889139705019461,0.210818510677892,0.210818510677892
"8",1,1,0.255833045380379,0.283278013194234,0.0889139705019461,0.210818510677892,0.210818510677892
"9",1,1,0.230789773464364,0.271300276081821,0.0889139705019461,0.210818510677892,0.210818510677892
"10",1,1,0.273432473049236,0.310828697977709,0.0889139705019461,0.210818510677892,0.210818510677892
"11",1,1,0.239920423527013,0.27101526595795,0.0889139705019461,0.210818510677892,0.210818510677892
"12",1,1,0.246751743229227,0.276155229141175,0.0889139705019461,0.210818510677892,0.210818510677892
"13",1,1,0.241794900774433,0.276010460437067,0.0889139705019461,0.210818510677892,0.210818510677892
"14",1,1,0.281050217759542,0.312869391744089,0.0889139705019461,0.183728612861015,0.210818510677892
"15",1,1,0.247994799658735,0.277708547227739,0.0889139705019461,0.210818510677892,0.210818510677892
"16",1,1,0.226671732729155,0.252857577280747,0.0889139705019461,0.210818510677892,0.210818510677892
"17",1,1,0.314503554429,0.355315346370134,0.0889139705019461,0.210818510677892,0.210818510677892
"18",1,1,0.261547178940564,0.295818053404275,0.0889139705019461,0.210818510677892,0.210818510677892
"19",1,1,0.21420408079939,0.241744954514204,0.0889139705019461,0.210818510677892,0.210818510677892
"20",1,1,0.332021372571628,0.390136222773073,0.0889139705019461,0.210818510677892,0.210818510677892
"21",1,1,0.307048788803947,0.34877667294483,0.0889139705019461,0.210818510677892,0.210818510677892
"22",1,1,0.242080972693926,0.274625215012757,0.0889139705019461,0.210818510677892,0.210818510677892
"23",1,1,0.255301354451965,0.293355632846888,0.0889139705019461,0.210818510677892,0.210818510677892
"24",1,1,0.195696452359121,0.225805433791408,0.0889139705019461,0.210818510677892,0.210818510677892
"25",1,1,0.292415880358048,0.333433563886052,0.0889139705019461,0.129548817227261,0.210818510677892
"26",1,1,0.260779610368899,0.301907434380157,0.0889139705019461,0.210818510677892,0.210818510677892
"27",1,1,0.2381984907302,0.274951294426748,0.0889139705019461,0.210818510677892,0.210818510677892
"28",1,1,0.208914039153226,0.229801099252136,0.0889139705019461,0.129548817227261,0.210818510677892
"29",1,1,0.198232685925931,0.225461043836902,0.0889139705019461,0.210818510677892,0.210818510677892
"30",1,1,0.235320259519812,0.269912408238919,0.0889139705019461,0.210818510677892,0.210818510677892
"31",1,1,0.181247263804355,0.205253583753634,0.0889139705019461,0.183728612861015,0.210818510677892
"32",1,1,0.226735612240477,0.253724165881227,0.0889139705019461,0.210818510677892,0.210818510677892
"33",1,1,0.295572897974946,0.335237786001936,0.0889139705019461,0.210818510677892,0.210818510677892
"34",1,1,0.221030683375236,0.248965811784636,0.0889139705019461,0.210818510677892,0.210818510677892
"35",1,1,0.271099234185805,0.313786718106408,0.0889139705019461,0.210818510677892,0.210818510677892
"36",1,1,0.24886201153137,0.280272508467335,0.0889139705019461,0.210818510677892,0.210818510677892
"37",0,1,0.230019892961075,0.259298428845218,0.0889139705019461,0.210818510677892,0.210818510677892
"38",1,1,0.305863026575885,0.341454396934118,0.0889139705019461,0.210818510677892,0.210818510677892
"39",0,0,0.155586450147892,0.171748620391766,0.0889139705019461,0.210818510677892,0.210818510677892
"40",1,1,0.284024298072299,0.324205959283803,0.0889139705019461,0.210818510677892,0.210818510677892
