"","hr","coverage90","coverage95","width90","width95"
"1",0.05,1,1,0.540626173309727,0.617345981690084
"2",0.1,0.95,0.975,0.347446576594093,0.391741638161672
"3",0.15,0.925,0.975,0.308234467835723,0.34948383496298
"4",0.2,0.825,0.975,0.271466178473557,0.307423207164107
"5",0.25,0.85,0.9,0.243822714276239,0.277925249003464
"6",0.3,0.85,0.95,0.220920974343665,0.251497704048
"7",0.35,0.85,0.925,0.201700386719366,0.229478371433315
