"","hr","coverage90","coverage95","width90","width95"
"1",0.05,0.975,1,0.545495022703849,0.618478950784086
"2",0.1,0.975,0.975,0.359251018847749,0.40433536357448
"3",0.15,0.9,1,0.32231846766243,0.363119111901386
"4",0.2,0.925,0.975,0.28420231577676,0.321491221737665
"5",0.25,0.95,0.95,0.257115443444284,0.291489725316613
"6",0.3,0.875,0.95,0.231566094175796,0.261878466808235
"7",0.35,0.9,0.925,0.210918066047152,0.238867361454107
