"","hr","coverage90","coverage95","width90","width95"
"1",0.05,1,1,0.547960921799851,0.625004691059681
"2",0.1,1,1,0.373101381963915,0.423181343565426
"3",0.15,0.875,0.975,0.341090252626271,0.388692217797975
"4",0.2,0.875,0.975,0.296574778664112,0.337190872997754
"5",0.25,0.875,0.95,0.262359056700523,0.298134251867354
"6",0.3,0.85,0.925,0.234363013695475,0.266337348231958
"7",0.35,0.825,0.925,0.21356803380402,0.242028750409594
