"","hr","coverage90","coverage95","width90","width95"
"1",0.05,1,1,0.536871534389141,0.612089713345065
"2",0.1,0.875,0.95,0.347145237737235,0.391886113024934
"3",0.15,0.9,0.9,0.312512951784735,0.353648328590848
"4",0.2,0.9,0.925,0.283032292591883,0.321339709280737
"5",0.25,0.925,0.925,0.247487346734966,0.280110179355112
"6",0.3,0.925,0.95,0.220583693982755,0.249720131587305
"7",0.35,0.925,0.95,0.20163698357894,0.228841160626577
