"","hr","coverage90","coverage95","width90","width95"
"1",0.05,1,1,0.550094267857194,0.628764180277504
"2",0.1,1,1,0.348688485554917,0.39300299207865
"3",0.15,1,1,0.308443605033311,0.349016653796787
"4",0.2,0.925,0.925,0.276702182482349,0.312244123412716
"5",0.25,0.85,0.95,0.246322558708801,0.278170251186918
"6",0.3,0.8,0.875,0.219676666627095,0.248658206302181
"7",0.35,0.825,0.85,0.20044608855257,0.227131456991807
