"","is.cover90","is.cover95","SCB90","SCB95","hr.lower","hr.opt","hr.upper","shape"
"1",1,1,0.417961030852553,0.462314867320047,0.096320516529763,0.146166324920302,0.187453761914662,1
"2",1,1,0.360324240086972,0.397223381534233,0.0992916147410945,0.141429252571612,0.193235952010787,1
"3",1,1,0.379529500733039,0.412903263275129,0.101201155396272,0.155214745027164,0.196952196402307,1
"4",1,1,0.38272597477383,0.424962242445547,0.102855540180984,0.170037650294396,0.200171870286144,1
"5",1,1,0.380721462433083,0.425261064277975,0.101618818399291,0.163323651790769,0.197765029472032,1
"6",0,0,0.345084253595573,0.375736752897527,0.100377990652407,0.175209485470075,0.195350197851297,1
"7",1,1,0.336064249828477,0.373287685506897,0.0962040632084156,0.149905823730591,0.187227126780627,1
"8",1,1,0.362928433101324,0.398134865609269,0.0948606317296903,0.159523646643812,0.184612613345332,1
"9",1,1,0.443295489893511,0.504058864629395,0.0953488798379623,0.154488216257224,0.185562815316218,1
"10",1,1,0.374888130505993,0.412988857852774,0.0969495407676315,0.152814098199837,0.188677934748988,1
"11",1,1,0.352770112326483,0.39165174211891,0.099705176989919,0.162454669602775,0.194040804415249,1
"12",0,0,0.347256769337023,0.382654836817727,0.0940758918627737,0.150557267078558,0.183085395204506,1
"13",0,1,0.364008158519094,0.395924081547113,0.100888073600144,0.167298935915204,0.196342893601765,1
"14",1,1,0.364150611036172,0.407509770679745,0.0981845675534925,0.167753034470191,0.191081476854199,1
"15",1,1,0.401384245463843,0.440794693182893,0.102539976955856,0.190905929157442,0.199557738263151,1
"16",1,1,0.376210095127153,0.421133117273493,0.094701459190782,0.148080935518398,0.18430284038847,1
"17",0,1,0.356717771472849,0.394037825965879,0.0931421611523259,0.136945744779413,0.181268219169797,1
"18",1,1,0.424196397597558,0.477816198742045,0.0959433888210796,0.168683435397839,0.186719816434904,1
"19",1,1,0.380111262636879,0.428009302059268,0.100644280812958,0.167073593870245,0.195868437310082,1
"20",1,1,0.310564961419447,0.339733826759237,0.0999570622215474,0.168627413041137,0.194531009783125,1
"21",0,1,0.321299308567067,0.350304463180316,0.0972872991465965,0.17239875693018,0.189335261775838,1
"22",1,1,0.399014173231625,0.445961954081968,0.0940244745506536,0.165052654008549,0.182985329622098,1
"23",1,1,0.363361097071163,0.39582843662265,0.100484228272344,0.165305175648439,0.19555695174166,1
"24",1,1,0.343721480196815,0.379124180164503,0.0953764085713866,0.154640342092749,0.185616390243212,1
"25",1,1,0.280206206746322,0.308414285958248,0.0993821618558559,0.168464935691513,0.193412169891505,1
"26",1,1,0.409331389305276,0.470488994013302,0.0955820231270077,0.165085243647635,0.186016546132572,1
"27",0,1,0.33340033515893,0.370346522466264,0.0928991102060405,0.154381821176444,0.180795206608615,1
"28",1,1,0.347951806456019,0.386877655169462,0.102350006563229,0.175768828785459,0.199188028194794,1
"29",1,1,0.323628029204332,0.355918094134379,0.0962835808965792,0.156369401291998,0.187381879789872,1
"30",1,1,0.348146735652999,0.380660405734014,0.0954388321056032,0.16240259051919,0.185737875537752,1
"31",1,1,0.377844026507623,0.412370166975588,0.100154653532171,0.175819646784665,0.194915551268495,1
"32",1,1,0.323383233168226,0.350741645085781,0.103656700861173,0.179380741607768,0.201731045722595,1
"33",0,1,0.338900063566262,0.372046812982112,0.0991809715280162,0.170548762559855,0.193020624194148,1
"34",1,1,0.370316951195085,0.402779092029965,0.0979347361937725,0.172203075877347,0.190595268620367,1
"35",1,1,0.333214331487477,0.362404513675839,0.103295194583318,0.171525847158934,0.201027501823734,1
"36",1,1,0.402632188756136,0.444803610361525,0.0956166399272812,0.155852108594977,0.186083915470596,1
"37",1,1,0.362931663283167,0.397759269451217,0.0965473150205357,0.162590299618163,0.187895144828953,1
"38",1,1,0.316356780846974,0.346652551699341,0.0953419750812416,0.153140585038081,0.185549377653412,1
"39",1,1,0.389411430271766,0.432979696879876,0.0977781586316021,0.164910809751227,0.190290545866402,1
"40",1,1,0.392218951901108,0.443194747689775,0.0988229114633412,0.145091595352381,0.19232378712835,1
