"","hr","hd","is.cover90.hr","is.cover95.hr","is.cover90.hd","is.cover95.hd","SCB90.hr","SCB95.hr","SCB90.hd","SCB95.hd"
"1",0.05,0.0483025439494907,0.275,0.55,0.3,0.575,0.219250766050891,0.24252180404681,0.200821997778616,0.22128499238634
"2",0.1,0.0966050878989813,0.925,0.95,0.95,1,0.297810444861982,0.327594472829406,0.282608615779444,0.312145930280283
"3",0.15,0.144907631848472,0.95,1,1,1,0.272340697189725,0.29869491417413,0.257837514916434,0.284647446749148
"4",0.2,0.17099759466767,0.95,0.95,1,1,0.240665448120562,0.263754265443466,0.229665887622288,0.252644693552091
"5",0.25,0.15874010519682,0.95,0.95,0.975,1,0.217921680664054,0.238796559791357,0.213696956033171,0.234283323089538
"6",0.3,0.200829885024651,0.925,1,0.975,1,0.189293626953507,0.208177680625132,0.187073400696494,0.205591111244019
"7",0.35,0.246655455622271,0.95,1,0.95,1,0.167228734583453,0.183704868110501,0.167676099968944,0.184177322108847
