"","hr","hd","is.cover90.hr","is.cover95.hr","is.cover90.hd","is.cover95.hd","SCB90.hr","SCB95.hr","SCB90.hd","SCB95.hd"
"1",0.05,0.0485941956670485,0.95,1,1,1,0.75902885505631,0.853678208220857,0.586843046809188,0.655783743856442
"2",0.1,0.097188391334097,0.975,1,0.95,0.975,0.501195744358976,0.557458618903274,0.440054125691529,0.486838255132265
"3",0.15,0.145782587001145,0.975,1,0.975,0.975,0.458017950577312,0.504632608609343,0.418429942357957,0.461604398139745
"4",0.2,0.194376782668194,0.975,0.975,0.95,0.975,0.416253967076986,0.460905494991514,0.384272175799986,0.426837860573071
"5",0.25,0.237126220299338,0.975,0.975,0.925,0.975,0.371862669621948,0.412023647646923,0.347588829964559,0.386663307986979
"6",0.3,0.223144316694057,0.925,0.975,0.95,0.975,0.342208134598889,0.37871516856476,0.334615055159739,0.370973299301704
"7",0.35,0.246655455622271,0.95,0.975,0.975,0.975,0.305881132065958,0.338526063665743,0.306825854126449,0.339474527824414
