"","is.cover90","is.cover95","SCB90","SCB95","hr.lower","hr.opt","hr.upper","shape"
"1",0,1,0.314268945509299,0.346160061062183,0.0977496085884318,0.171766737066858,0.190234983321807,1
"2",1,1,0.300291260614603,0.334580421074138,0.0967340871297584,0.144859503751728,0.18825863057172,1
"3",1,1,0.297165283597078,0.328462809474044,0.0995616639647453,0.152724027903295,0.193761507154169,1
"4",1,1,0.319950698084324,0.358895101334648,0.0949484668033303,0.17567773344462,0.184783553198803,1
"5",1,1,0.290621263507371,0.322623961712065,0.0981966849945311,0.16008300614539,0.19110505916033,1
"6",1,1,0.310098407608476,0.346992101119649,0.0992858277241604,0.167593273308561,0.193224689632493,1
"7",1,1,0.316037840414561,0.348225010028789,0.0936790024965398,0.151538289049603,0.182312990659297,1
"8",1,1,0.30205774785163,0.334253362718553,0.095508894492749,0.16640063964872,0.1858742271533,1
"9",1,1,0.344167696107825,0.386723477018498,0.0924003868496903,0.156753880532114,0.179824618278416,1
"10",0,1,0.282967057984044,0.307719618539031,0.0959590224500478,0.156405310000444,0.186750241755158,1
"11",0,1,0.298557487881871,0.330284912474525,0.090758609029745,0.133612809891341,0.176629479385222,1
"12",1,1,0.279362254317457,0.308183315364194,0.0899725965945982,0.160121652974709,0.17509978464117,1
"13",1,1,0.334025967992839,0.366022428739595,0.0975572509247088,0.163897435981193,0.189860627276002,1
"14",1,1,0.334679512802709,0.372986306241342,0.0952584219223261,0.164859306315942,0.185386771029996,1
"15",1,1,0.299739411754754,0.331644804510852,0.091105957239186,0.150584203296567,0.1773054696197,1
"16",0,0,0.294152248084424,0.331413190646207,0.0927039481460179,0.151142128573046,0.180415392798928,1
"17",1,1,0.280218111828908,0.309600316082743,0.102096933183129,0.160641252030291,0.198695510516845,1
"18",1,1,0.337921333069491,0.3730663955713,0.0955412978287653,0.135544348460543,0.185937288767312,1
"19",1,1,0.306063112385927,0.335414166804147,0.0988100774722102,0.151081138712432,0.192298810311317,1
"20",0,1,0.318504351800591,0.343547084850853,0.0956804969749813,0.158195527380534,0.18620819059128,1
"21",1,1,0.279868555329097,0.304528258696138,0.0915820734519889,0.159113558846955,0.178232061154027,1
"22",1,1,0.322008870132968,0.364397252433798,0.0971363524262664,0.169549084566645,0.189041497460674,1
"23",0,0,0.285629495460656,0.316241796258039,0.096290528951,0.152529850767254,0.187395401716312,1
"24",0,1,0.297381845401929,0.325890785335131,0.0932430922758769,0.149179636718038,0.181464645844877,1
"25",1,1,0.30446950731321,0.332676339135103,0.0883680634208488,0.153838701365405,0.171977129257119,1
"26",1,1,0.274126201902264,0.299500987701577,0.0931948621004048,0.157142062662281,0.181370782894846,1
"27",1,1,0.313040479060731,0.354122529070391,0.098024643537246,0.150610066557483,0.190770241412925,1
"28",1,1,0.329791650829576,0.363812426008776,0.0925744125764308,0.145304289131289,0.180163297703348,1
"29",1,1,0.30837597373618,0.341821788368728,0.0999038338818731,0.159082642908519,0.194427419677176,1
"30",1,1,0.319598157214861,0.348033545243118,0.0972487286688276,0.156363345667775,0.18926019800524,1
"31",1,1,0.359636886550107,0.410254187824097,0.0959769375743025,0.154440720903917,0.186785107197721,1
"32",1,1,0.295414190193175,0.326220966988874,0.0938196987053519,0.173066527745722,0.182586805985244,1
"33",0,0,0.272524997971954,0.303569124466402,0.0954667855552339,0.158102174145137,0.185792277024378,1
"34",1,1,0.399798539156321,0.454028206137579,0.08986174764679,0.132908778272973,0.174884056434765,1
"35",1,1,0.30509604675267,0.334130095316301,0.0946361692878019,0.160314475239382,0.184175776722601,1
"36",1,1,0.322919307334759,0.360720861967321,0.0943358410000562,0.149159849466282,0.183591294107935,1
"37",1,1,0.324423421993268,0.358662600693477,0.0972311906752917,0.160107939531754,0.189226066514015,1
"38",1,1,0.294495474573457,0.326016349697094,0.0974624618906218,0.149360621582696,0.189676154002103,1
"39",1,1,0.322911759236992,0.359572753184129,0.100684002747967,0.170009950889041,0.19594574198427,1
"40",1,1,0.287886639562537,0.314846591784367,0.0951790232997986,0.155686241071636,0.18523224973983,1
