"","hr","hd","is.cover90.hr","is.cover95.hr","is.cover90.hd","is.cover95.hd","SCB90.hr","SCB95.hr","SCB90.hd","SCB95.hd"
"1",0.15,0.144907631848472,0.9,0.95,0.9,0.95,0.275479182994066,0.302638003530343,0.25776198226993,0.284272485169555
"2",0.2,0.17099759466767,0.95,1,0.9,1,0.249205736205546,0.272651146846539,0.236921080440161,0.260113018973853
