"","hr","hd","is.cover90.hr","is.cover95.hr","is.cover90.hd","is.cover95.hd","SCB90.hr","SCB95.hr","SCB90.hd","SCB95.hd"
"1",0.15,0.144907631848472,0.975,0.975,0.95,0.975,0.319292990022498,0.350739762817732,0.300981109894015,0.332436499915609
"2",0.2,0.17099759466767,0.95,0.975,0.925,0.95,0.287297185239549,0.314324618517019,0.273501515796186,0.301582469423963
