"","hr","hd","is.cover90.hr","is.cover95.hr","is.cover90.hd","is.cover95.hd","SCB90.hr","SCB95.hr","SCB90.hd","SCB95.hd"
"1",0.15,0.144907631848472,0.95,1,1,1,0.320621197796863,0.350846947929762,0.30030304546028,0.330769149054692
"2",0.2,0.17099759466767,1,1,0.975,1,0.285235708287622,0.312456639976806,0.270172308132316,0.297283988138271
