"","hr","max_width90.zhou","max_width95.zhou","max_width90.zhou.m","max_width95.zhou.m","max_width90.zhou.iso","max_width95.zhou.iso"
"1",0.15,0.329142272423744,0.357817737875906,0.329142272423744,0.357817737875906,0.329142272423718,0.357817737875879
"2",0.2,0.288073099774983,0.314301896983393,0.288073099774983,0.314301896983393,0.288073099774957,0.314301896983368
