"","hr","hd","is.cover90.hr","is.cover95.hr","is.cover90.hd","is.cover95.hd","SCB90.hr","SCB95.hr","SCB90.hd","SCB95.hd"
"1",0.05,0.0483025439494907,0.175,0.3,0.2,0.35,0.22486427205726,0.246940113118333,0.201745005339181,0.219977735703537
"2",0.1,0.0966050878989813,0.8,0.9,0.8,0.975,0.310524473563045,0.34216573122378,0.293404192992742,0.324348417774932
"3",0.15,0.144907631848472,0.875,0.9,0.95,1,0.300725200512807,0.331492638748525,0.282183132982743,0.312149384082072
"4",0.2,0.17099759466767,0.85,0.875,0.925,0.975,0.271602100647003,0.299032927086225,0.256996365193365,0.283927492899422
"5",0.25,0.15874010519682,0.875,0.95,0.875,0.975,0.248320984053043,0.274112090485656,0.242750917003668,0.268037567906466
"6",0.3,0.200829885024651,0.9,0.925,0.9,0.95,0.215965049003949,0.238123812416081,0.213047493772484,0.234934103152601
"7",0.35,0.246655455622271,0.9,0.95,0.9,0.95,0.189510853542505,0.209128556128229,0.19014664413024,0.209695974263068
