"","hr","max_width90.zhou","max_width95.zhou","max_width90.zhou.m","max_width95.zhou.m","max_width90.zhou.iso","max_width95.zhou.iso"
"1",0.05,0.379996933484546,0.409140828237729,0.379996933484546,0.409140828237729,0.379996933484536,0.409140828237719
"2",0.1,0.407942064495203,0.443763661596624,0.407942064495203,0.443763661596624,0.407942064495191,0.443763661596612
"3",0.15,0.395677463912747,0.432643986937471,0.395677463912747,0.432643986937472,0.395677463912735,0.432643986937459
"4",0.2,0.351677785164055,0.38707822675134,0.351677785164055,0.38707822675134,0.351677785164044,0.387078226751328
"5",0.25,0.308061219732926,0.340285209824259,0.308061219732926,0.340285209824259,0.308061219732915,0.340285209824247
"6",0.3,0.27191216764743,0.300289411540626,0.27191216764743,0.300289411540626,0.271912167647422,0.300289411540617
"7",0.35,0.241550930548884,0.268215428054976,0.241550930548884,0.268215428054976,0.241550930548877,0.268215428054969
