"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.0484702382344525,0.5,0.625,0.185965571553282,0.2079923574448
"2",0.1,0.096940476468905,0.875,0.975,0.248290218931711,0.280972469428145
"3",0.15,0.145410714703358,0.875,0.95,0.229735536958556,0.25842674339346
"4",0.2,0.19388095293781,0.875,1,0.208095914141036,0.234443070349825
"5",0.25,0.2,0.875,0.95,0.203332993192105,0.229974282710313
"6",0.3,0.200829885024651,0.825,0.925,0.197262831703654,0.222137544829802
"7",0.35,0.246655455622271,0.85,0.975,0.177782053422776,0.201098650392846
