"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.0484702382344525,0.425,0.575,0.193913917069325,0.216065488470308
"2",0.1,0.096940476468905,0.9,0.9,0.257481739920751,0.290685136886499
"3",0.15,0.145410714703358,0.9,0.925,0.243095606739483,0.274105378449851
"4",0.2,0.19388095293781,0.875,0.975,0.216810224100687,0.244446013025342
"5",0.25,0.2,0.9,0.975,0.210981328148359,0.23764890101509
"6",0.3,0.200829885024651,0.925,0.975,0.201018938620221,0.226578185652992
"7",0.35,0.246655455622271,0.95,0.975,0.178565448163862,0.201989454530034
