"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.0484702382344525,0.5,0.55,0.189418304334052,0.211310670045597
"2",0.1,0.096940476468905,0.875,0.925,0.259778894170482,0.292443492830716
"3",0.15,0.145410714703358,0.8,0.975,0.239735315100012,0.270360653302051
"4",0.2,0.19388095293781,0.8,0.925,0.210098861813217,0.237400789288703
"5",0.25,0.2,0.8,0.925,0.203205333186028,0.22921286942636
"6",0.3,0.200829885024651,0.825,0.875,0.194639595438399,0.219105709471267
"7",0.35,0.246655455622271,0.825,0.875,0.173658556289084,0.195713913227382
