"","is.cover90","is.cover95","SCB90","SCB95","hr.lower","hr.opt","hr.upper"
"1",1,1,0.311826812140501,0.345310226353418,0.104426566768032,0.196147834285307,0.203229316969574
"2",1,1,0.266600716920244,0.294132838166536,0.095251032929763,0.143639673669065,0.185372390973673
"3",1,1,0.341737782343759,0.382642497621828,0.106770019702448,0.145531656718202,0.207790017890342
"4",1,1,0.3022409874119,0.334969765660655,0.111818279072207,0.212935055285428,0.217614666304576
"5",1,1,0.293901493262342,0.325438704816502,0.105180048262499,0.200386892584288,0.204695701762342
"6",1,1,0.305897461054455,0.337132383036943,0.106238841068663,0.198805897266613,0.20675626686056
"7",1,1,0.264266933831203,0.294914254823251,0.0923111103671082,0.154985758293565,0.179650873233088
"8",1,1,0.27934492452349,0.31199671512226,0.101264254048957,0.193440163145805,0.19707499557577
"9",1,1,0.302575799762819,0.331372133935334,0.0875525942571943,0.157844035868532,0.170390107426674
"10",1,1,0.323460750177834,0.356863405764008,0.104198634110506,0.190555884330748,0.202785726801498
"11",0,1,0.237546996051185,0.26493898798073,0.109350480089812,0.15055158837854,0.212811969853544
"12",1,1,0.276953727945916,0.30557645420299,0.0919879689161829,0.168062099586266,0.179021992878321
"13",1,1,0.350574364759041,0.395836506595768,0.104803842702061,0.199008451550454,0.203963550917455
"14",1,1,0.287848639405887,0.322332013186479,0.112820929992281,0.209145812585835,0.21956597111093
"15",1,1,0.326279165683997,0.369474399431873,0.109638730584555,0.213372947322934,0.213372947322934
"16",1,1,0.257258836433025,0.282112351700145,0.103088998700638,0.174197635002757,0.200626214587201
"17",0,0,0.279645437028087,0.304531091129846,0.0991388855941899,0.141561038750225,0.192938718833757
"18",0,1,0.303464796199641,0.336170724854082,0.105982244859218,0.188294217288293,0.206256893243324
"19",1,1,0.296425169657121,0.334590687751786,0.113650818525719,0.21501390007783,0.221181055136301
"20",1,1,0.288673667616775,0.320160473621124,0.088583036579788,0.163809032546121,0.172395498352361
"21",1,1,0.27180224169103,0.299388502899188,0.0980126160925734,0.181648223255221,0.190746834252838
"22",1,1,0.296300370886537,0.32892813577475,0.0965804309850763,0.171406626717799,0.187959593321924
"23",1,1,0.278283034406625,0.30267512263159,0.103159757931698,0.188637804416489,0.200763922362556
"24",1,1,0.271481651960352,0.297099697307506,0.101758672766729,0.173563360404579,0.198037206451984
"25",1,1,0.305789942403726,0.333892939992054,0.0967380389103345,0.168264524710804,0.188266321312612
"26",1,1,0.2734860494884,0.303142278836655,0.104465339315512,0.199151441547871,0.203304773997277
"27",1,1,0.26387043163072,0.293169125201137,0.0860522891317842,0.15048611408494,0.167470295013801
"28",1,1,0.305839951287509,0.343434736854838,0.103500204389615,0.200958350139026,0.20142648078278
"29",1,1,0.240076891204807,0.263785865872945,0.102756094617429,0.196376800326674,0.199978334727307
"30",0,1,0.293688197884318,0.329064486967371,0.0946742570976524,0.174679773588276,0.184249901151091
"31",1,1,0.284895750637798,0.311403796289593,0.10627162924148,0.197067715768259,0.20682007742307
"32",1,1,0.289645985474324,0.323508183538176,0.105183858451729,0.199467682359011,0.204703116945841
"33",1,1,0.256897537947149,0.284041601811067,0.101881031778423,0.178408537217093,0.198275334920067
"34",1,1,0.318229885883521,0.35541220742102,0.104229979918895,0.191312853171386,0.202846730312635
"35",0,0,0.299434594379274,0.329576414312403,0.1027969377598,0.179188907970039,0.200057821434415
"36",1,1,0.292411674560751,0.321410746822586,0.0973188993800358,0.183334069737866,0.189396760435199
"37",1,1,0.29887305210863,0.331796843391149,0.101890574374538,0.190460391088294,0.198293906202745
"38",1,1,0.294575409050552,0.322526833580601,0.106225103938375,0.194065879843349,0.206729532403115
"39",1,1,0.286635663913352,0.31646686429111,0.0983184732224766,0.187882293994491,0.191342076800058
"40",1,1,0.33150508064234,0.368688027334701,0.0988565578125445,0.159305968519669,0.192389267827168
