"","V1","V2"
"1",0.161830194827537,0.199262827231392
"2",0.074273271937262,0.0773978476286804
"3",0.150991939172352,0.157847319471222
"4",0.123830973197828,0.172897432722035
"5",0.0695296211171522,0.0521520509535429
"6",0.220046150439773,0.163584648525813
"7",0.219904285343733,0.216831550649507
"8",0.0510899395082824,0.0881750284696551
"9",0.263952556924779,0.207625042308459
"10",0.146086901057812,0.137807473373667
"11",0.125265796103187,0.147079293816482
"12",0.290384411957601,0.225542086219506
"13",0.0894885777504481,0.159156710193409
"14",0.205760051089099,0.224870335569175
"15",0.169489836102219,0.156829568896702
"16",0.168621684385744,0.157046118453999
"17",0.0886703921549037,0.0778010194695194
"18",0.252499766640852,0.27756114545709
"19",0.0456535264220665,0.0580333896863346
"20",0.164523658769067,0.166206724272895
"21",0.142403242209357,0.147975976862937
"22",0.226490799716771,0.205573914955034
"23",0.194871274945195,0.179278352278533
"24",0.233233301790956,0.203348062631544
"25",0.125797311367665,0.136825488712669
"26",0.172040070628218,0.200898996992087
"27",0.0865237539546023,0.12905095867452
"28",0.213080335670203,0.239560704501747
"29",0.160719626393964,0.139432511662299
"30",0.15869584229014,0.136881203830681
"31",0.124450219700059,0.136538219830153
"32",0.114972563365128,0.0747990126761995
"33",0.210283338229097,0.258318001225078
"34",0.198987086310889,0.147348832622489
"35",0.197861738286651,0.178488860505861
"36",0.121006207419213,0.114648522931553
"37",0.223907512929593,0.215915329041347
"38",0.101805599873022,0.130087905289022
"39",0.0831938093612158,0.086698557404784
"40",0.0975699887768106,0.0857988304443139
"41",0.157682411866959,0.155912900162278
"42",0.219472334128462,0.266170835051817
"43",0.137993173801202,0.0736603304432703
"44",0.115742274859994,0.139324228444634
"45",0.111212579746427,0.118238797887973
"46",0.112944896808351,0.146034291877157
"47",0.140608427300412,0.10880562052992
"48",0.158721395071107,0.200724218359981
"49",0.17944664554352,0.161120423800333
"50",0.0959510119489694,0.0957448851528826
"51",0.0605937063746716,0.0604584215354406
"52",0.158287869434856,0.170660891524128
"53",0.228777314923183,0.14339508919751
"54",0.13637576491812,0.120893586183626
"55",0.132966459509332,0.118737624415154
"56",0.37725735509226,0.40144783997348
"57",0.135768421991367,0.123053738531563
"58",0.215973354064481,0.219360860878397
"59",0.135610198543,0.154755124851405
"60",0.175242241457542,0.143768759964219
"61",0.140323165359797,0.165416634411261
"62",0.117444565119289,0.102395122955968
"63",0.0982536982506969,0.143624663161473
"64",0.0531725572802574,0.0810659789642771
"65",0.126250377534478,0.0749516034190326
"66",0.0697740616635384,0.0725763187860191
"67",0.140648062493421,0.112260847601204
"68",0.100742066597465,0.0907442090195609
"69",0.214715433792844,0.22723574548425
"70",0.25829550412674,0.270916094094674
"71",0.133474754447034,0.130233465933917
"72",0.104316968741336,0.108809311626904
"73",0.125146347190506,0.143523972055201
"74",0.103527129878317,0.13945061766031
"75",0.0989388859061487,0.152843846735448
"76",0.119594698711074,0.125270817603752
"77",0.114307341792185,0.0773844903490354
"78",0.167277655285545,0.190975034226792
"79",0.128070602720834,0.149457893020149
"80",0.139982097970938,0.188617902823343
"81",0.107895122349374,0.116905687905228
"82",0.0583646845526575,0.0570725763818477
"83",0.185795061248158,0.162620522704468
"84",0.0796826256756479,0.106891272771682
"85",0.21639103915029,0.220775334361559
"86",0.152926058833985,0.105902389555953
"87",0.215073761375385,0.194846554715063
"88",0.145333797412681,0.149908883488624
"89",0.157579694778049,0.166287389364998
"90",0.134384493215642,0.172515867340178
"91",0.0969962719460411,0.0614746300738943
"92",0.182155694697196,0.169632656427455
"93",0.129877472456068,0.154476610153029
"94",0.0666941350401337,0.0558269486656059
"95",0.147894592585454,0.143739625357751
"96",0.18388285917023,0.153261173187199
"97",0.175171884986131,0.139784758839658
"98",0.0671908182384841,0.0875804135337192
"99",0.191990664557874,0.221829176075166
"100",0.259597579998,0.256787664540717
"101",0.195112475856121,0.188317408173271
"102",0.131623872482672,0.170607445303571
"103",0.0941956947486831,0.1015875882442
"104",0.216024063606429,0.234052794424533
"105",0.224360850849979,0.225269948622297
"106",0.317838101417703,0.262781920992892
"107",0.280806629429431,0.256920114435012
"108",0.089314702766066,0.108547227068143
"109",0.1230380298444,0.105756756187975
"110",0.159907208720583,0.117250403785691
"111",0.109147348432863,0.176257495419249
"112",0.0731295499606316,0.0949715770000892
"113",0.182274210245429,0.200034322143527
"114",0.185335965631286,0.191118689869696
"115",0.0951854384942853,0.0733319144482995
"116",0.18234049406469,0.158411768639408
"117",0.188605115622617,0.180684612942093
"118",0.341412812603351,0.309270011082115
"119",0.111306994835731,0.134345015428731
"120",0.266100417150804,0.254796037667092
"121",0.14230375597563,0.114265695586755
"122",0.183031282491999,0.146946612036034
"123",0.215424784768649,0.185062410632063
"124",0.248649746256376,0.266095047332223
"125",0.0858101653138565,0.0996318176430315
"126",0.205328637916594,0.19637419278127
"127",0.175278176306872,0.228080751482704
"128",0.131841798476796,0.151511398044247
"129",0.100716477845189,0.150052219077808
"130",0.106235636434128,0.0762915004661208
"131",0.28910533938806,0.311357037805179
"132",0.107483703499757,0.217550689769421
"133",0.110033940945704,0.0915046697044012
"134",0.203107825166427,0.240830990732864
"135",0.221386266604686,0.233508384184607
"136",0.0753270027186386,0.0752442948649917
"137",0.226151595005703,0.244829744166976
"138",0.254239704871448,0.207470608948211
"139",0.140398966689445,0.139692164590501
"140",0.0689690002219215,0.0720856959368634
"141",0.247486205695499,0.259756876003749
"142",0.114339631116513,0.121451600598689
"143",0.118060526003995,0.0799337316123185
"144",0.131710690502815,0.126593765731516
"145",0.252396232031279,0.23363983140702
"146",0.1450443243354,0.158660629382551
"147",0.180453189635335,0.145753367375646
"148",0.182963787201811,0.156472565609975
"149",0.124311314627277,0.117601417472262
"150",0.130166907054017,0.15527925974653
