"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.00264673963635138,0.975,1,2.22892757293581,2.5969591388728
"2",0.1,0.0105869585454055,0.8,0.85,0.670883948464246,0.75475681713228
"3",0.15,0.0238206567271624,0.95,1,0.540394080288179,0.607585093201993
"4",0.2,0.042347834181622,0.975,1,0.480764949660415,0.540310401702957
"5",0.25,0.0661684909087844,0.95,0.975,0.427883184366173,0.483954174522129
"6",0.3,0.0952826269086495,0.875,0.925,0.382677959866827,0.432954750956046
"7",0.35,0.129690242181217,0.875,0.925,0.344036443704654,0.390105846348387
