"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.00264673963635138,0.925,0.975,1.81371426614039,2.0861968028224
"2",0.1,0.0105869585454055,0.925,0.95,0.704387461808546,0.793845088006722
"3",0.15,0.0238206567271624,0.95,0.975,0.54451177422069,0.608958515554815
"4",0.2,0.042347834181622,0.95,0.975,0.476491970819602,0.535413379682712
"5",0.25,0.0661684909087844,0.825,0.95,0.431849145280443,0.485668032544404
"6",0.3,0.0952826269086495,0.775,0.9,0.390060207424144,0.440441367231994
"7",0.35,0.129690242181217,0.775,0.825,0.349101883621883,0.396437652743901
