"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.00264673963635138,0.975,1,2.13320851731771,2.49623257287919
"2",0.1,0.0105869585454055,1,1,0.723752513686396,0.821127039177414
"3",0.15,0.0238206567271624,1,1,0.554274937165781,0.623227476693254
"4",0.2,0.042347834181622,0.975,1,0.478446488300756,0.536626093465413
"5",0.25,0.0661684909087844,0.9,0.975,0.436375313988332,0.490636609129833
"6",0.3,0.0952826269086495,0.85,0.875,0.391753513299916,0.441262103749445
"7",0.35,0.129690242181217,0.85,0.85,0.352826987875841,0.39718958647105
