"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.00264673963635138,0.925,0.95,2.04134606943249,2.36965296522631
"2",0.1,0.0105869585454055,0.975,0.975,0.736340297090188,0.836155597091293
"3",0.15,0.0238206567271624,0.95,0.95,0.563328643942973,0.632145337242884
"4",0.2,0.042347834181622,0.925,0.95,0.496664458920086,0.557080204754341
"5",0.25,0.0661684909087844,0.9,0.95,0.43912458433514,0.493123288417984
"6",0.3,0.0952826269086495,0.9,0.95,0.390802300217404,0.440385249818907
"7",0.35,0.129690242181217,0.875,0.95,0.350181656244222,0.39666239650671
