"","hr","max_width90.zhou","max_width95.zhou","max_width90.zhou.m","max_width95.zhou.m","max_width90.zhou.iso","max_width95.zhou.iso"
"1",0.05,0.569354603123358,0.616942826631017,0.569354603123358,0.616942826631017,0.569354603123353,0.616942826631012
"2",0.1,0.614441775665352,0.669315809116072,0.614441775665352,0.669315809116072,0.614441775665346,0.669315809116065
"3",0.15,0.603045885369841,0.66117534425985,0.603045885369841,0.66117534425985,0.603045885369834,0.661175344259843
"4",0.2,0.526973439716387,0.579633693612932,0.526973439716387,0.579633693612932,0.526973439716381,0.579633693612925
"5",0.25,0.456345183795553,0.502944622985374,0.456345183795553,0.502944622985374,0.456345183795547,0.502944622985368
"6",0.3,0.403361516954436,0.446099942341552,0.403361516954436,0.446099942341552,0.403361516954431,0.446099942341547
"7",0.35,0.361235940390986,0.39914900331961,0.361235940390986,0.39914900331961,0.361235940390982,0.399149003319605
