"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.0484702382344525,0.475,0.55,0.238572361427077,0.267138686115285
"2",0.1,0.096940476468905,0.9,0.975,0.322448369822171,0.365772565711179
"3",0.15,0.145410714703358,0.875,0.925,0.317889655613943,0.360561289158973
"4",0.2,0.19388095293781,0.875,0.95,0.293932427412291,0.335923751499707
"5",0.25,0.2,0.875,0.95,0.2875941192737,0.32755208871346
"6",0.3,0.200829885024651,0.875,0.925,0.278146136938096,0.317363076440109
"7",0.35,0.246655455622271,0.85,0.925,0.251752338725108,0.28860705129789
