"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.0484702382344525,0.5,0.65,0.240073897302036,0.268539739993046
"2",0.1,0.096940476468905,0.875,0.875,0.324149729379487,0.36843812162201
"3",0.15,0.145410714703358,0.85,0.9,0.319276104359105,0.362716826720367
"4",0.2,0.19388095293781,0.8,0.925,0.289735778362794,0.329573728257525
"5",0.25,0.2,0.85,0.925,0.286618553769269,0.327413416372772
"6",0.3,0.200829885024651,0.9,0.95,0.282013459253661,0.322436734964203
"7",0.35,0.246655455622271,0.9,0.925,0.255365418053515,0.292796251679423
