"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.0484702382344525,0.525,0.7,0.252951566875073,0.281758061731774
"2",0.1,0.096940476468905,0.95,0.975,0.333279201977237,0.376905034661068
"3",0.15,0.145410714703358,0.95,1,0.356602660273328,0.407777644474053
"4",0.2,0.19388095293781,0.95,1,0.312257892960387,0.358803825221685
"5",0.25,0.2,0.975,0.975,0.304219209045136,0.34859841539074
"6",0.3,0.200829885024651,0.875,0.975,0.295168752244901,0.336505199301414
"7",0.35,0.246655455622271,0.875,0.9,0.265056694738903,0.302742233588748
