"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.0484702382344525,0.55,0.65,0.256050765094915,0.286309929805431
"2",0.1,0.096940476468905,0.975,0.975,0.333345261606838,0.376073118427828
"3",0.15,0.145410714703358,0.975,0.975,0.322609498615904,0.365302711160149
"4",0.2,0.19388095293781,0.925,0.95,0.299089896987772,0.341140577503088
"5",0.25,0.2,0.825,0.925,0.286819560722699,0.326815146332885
"6",0.3,0.200829885024651,0.85,0.85,0.275940353948985,0.314926228271095
"7",0.35,0.246655455622271,0.8,0.85,0.250032764473793,0.285915198689673
