"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.0484702382344525,0.675,0.775,0.241378388855862,0.268711594653593
"2",0.1,0.096940476468905,0.95,0.95,0.330731658972167,0.375626268174298
"3",0.15,0.145410714703358,0.975,0.975,0.308038394808204,0.350150619198673
"4",0.2,0.19388095293781,0.85,0.9,0.274139315741995,0.311030064533502
"5",0.25,0.2,0.8,0.875,0.269523119399375,0.3064604377683
"6",0.3,0.200829885024651,0.75,0.875,0.26474329972927,0.3017719726086
"7",0.35,0.246655455622271,0.75,0.9,0.239442527872391,0.273681647054475
