"","is.cover90","is.cover95","SCB90","SCB95","hr.lower","hr.opt","hr.upper"
"1",0,1,0.402999280077936,0.454780178764596,0.120140570706738,0.257664862622897,0.257664862622897
"2",0,0,0.266832123610967,0.294306770355731,0.120140570706738,0.257664862622897,0.257664862622897
"3",1,1,0.296951241687707,0.33254899995468,0.120140570706738,0.257664862622897,0.257664862622897
"4",1,1,0.32578936942746,0.379964912005542,0.120140570706738,0.257664862622897,0.257664862622897
"5",1,1,0.360764101724065,0.405207127154524,0.120140570706738,0.257664862622897,0.257664862622897
"6",1,1,0.419653415220998,0.458043603369783,0.120140570706738,0.257664862622897,0.257664862622897
"7",1,1,0.320833482378698,0.358552891556943,0.120140570706738,0.257664862622897,0.257664862622897
"8",1,1,0.349471785553493,0.394707373941945,0.120140570706738,0.242384385743324,0.257664862622897
"9",1,1,0.30228247436257,0.344599811535543,0.120140570706738,0.257664862622897,0.257664862622897
"10",1,1,0.30534010562776,0.340882061271328,0.120140570706738,0.257664862622897,0.257664862622897
"11",1,1,0.338364563181092,0.378004788918512,0.120140570706738,0.257664862622897,0.257664862622897
"12",1,1,0.26287843540489,0.293249486922998,0.120140570706738,0.257664862622897,0.257664862622897
"13",1,1,0.37184157097272,0.416642817699041,0.120140570706738,0.257664862622897,0.257664862622897
"14",1,1,0.336706076747974,0.373237929275647,0.120140570706738,0.257664862622897,0.257664862622897
"15",1,1,0.309558966597125,0.344590744910967,0.120140570706738,0.257664862622897,0.257664862622897
"16",1,1,0.362356214545324,0.41573463976137,0.120140570706738,0.257664862622897,0.257664862622897
"17",1,1,0.331085616377366,0.36913246084446,0.120140570706738,0.257664862622897,0.257664862622897
"18",1,1,0.314698744995253,0.346500019962983,0.120140570706738,0.257664862622897,0.257664862622897
"19",1,1,0.320238926064439,0.358188126171949,0.120140570706738,0.257664862622897,0.257664862622897
"20",1,1,0.285302624183349,0.311863954335394,0.120140570706738,0.257664862622897,0.257664862622897
"21",1,1,0.411152984911072,0.444066173419751,0.120140570706738,0.150701524465884,0.257664862622897
"22",1,1,0.336574687261586,0.371300763545702,0.120140570706738,0.257664862622897,0.257664862622897
"23",1,1,0.32957917443212,0.370891516003247,0.120140570706738,0.257664862622897,0.257664862622897
"24",1,1,0.271349686572633,0.300591422331889,0.120140570706738,0.257664862622897,0.257664862622897
"25",1,1,0.497519743062868,0.571680722547306,0.120140570706738,0.196542955104604,0.257664862622897
"26",1,1,0.337749300816488,0.375069917813047,0.120140570706738,0.257664862622897,0.257664862622897
"27",1,1,0.336084990864332,0.367954572892449,0.120140570706738,0.257664862622897,0.257664862622897
"28",1,1,0.301974801731843,0.334923566897183,0.120140570706738,0.257664862622897,0.257664862622897
"29",1,1,0.364892754627568,0.408073853391763,0.120140570706738,0.257664862622897,0.257664862622897
"30",1,1,0.391593405843913,0.432895049275926,0.120140570706738,0.257664862622897,0.257664862622897
"31",1,1,0.351803305605171,0.393862930165694,0.120140570706738,0.257664862622897,0.257664862622897
"32",1,1,0.349753568582159,0.403008635281266,0.120140570706738,0.257664862622897,0.257664862622897
"33",1,1,0.360550919390435,0.404502942686302,0.120140570706738,0.257664862622897,0.257664862622897
"34",1,1,0.316640373786912,0.358367794110331,0.120140570706738,0.257664862622897,0.257664862622897
"35",1,1,0.36693040909571,0.400611240275345,0.120140570706738,0.211823431984177,0.257664862622897
"36",1,1,0.318385507564861,0.355692226093522,0.120140570706738,0.257664862622897,0.257664862622897
"37",1,1,0.343068209895699,0.378277407707793,0.120140570706738,0.257664862622897,0.257664862622897
"38",1,1,0.294085454468592,0.331808506433269,0.120140570706738,0.257664862622897,0.257664862622897
"39",1,1,0.329089426868995,0.367750368947047,0.120140570706738,0.257664862622897,0.257664862622897
"40",1,1,0.470483699173162,0.547293374766916,0.120140570706738,0.257664862622897,0.257664862622897
