"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.0483025439494907,0.85,0.925,0.180596266989546,0.20104338307173
"2",0.1,0.0966050878989813,0.975,1,0.218128319249664,0.245155490219447
"3",0.15,0.144907631848472,0.95,1,0.192818685651746,0.217292099625566
"4",0.2,0.17099759466767,0.925,0.975,0.17629513376735,0.199131391899815
"5",0.25,0.15874010519682,0.925,0.95,0.170835944364905,0.191974895722188
"6",0.3,0.200829885024651,0.9,0.975,0.148808541132001,0.167829289846552
"7",0.35,0.246655455622271,0.975,0.975,0.131746357818184,0.149029437595852
