"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.0483025439494907,0.85,0.9,0.189847361891911,0.211407897948736
"2",0.1,0.0966050878989813,1,1,0.221922539002896,0.249784390304162
"3",0.15,0.144907631848472,0.95,0.975,0.196851877244021,0.222793506107921
"4",0.2,0.17099759466767,0.925,0.95,0.175018654796494,0.197749780370115
"5",0.25,0.15874010519682,0.9,0.95,0.168759914602011,0.189890411354537
"6",0.3,0.200829885024651,0.9,0.925,0.147606271690297,0.166629424210107
"7",0.35,0.246655455622271,0.875,0.925,0.130809498781784,0.14820250007076
