"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.0483025439494907,0.75,0.9,0.188259882594155,0.209827383480238
"2",0.1,0.0966050878989813,0.925,0.975,0.220567771965024,0.247542341355059
"3",0.15,0.144907631848472,0.9,0.925,0.188084511728464,0.211400318190029
"4",0.2,0.17099759466767,0.875,0.925,0.172141589984586,0.193762754878914
"5",0.25,0.15874010519682,0.85,0.95,0.167597718656114,0.188444882970745
"6",0.3,0.200829885024651,0.825,0.925,0.146786917577212,0.166117381281462
"7",0.35,0.246655455622271,0.85,0.925,0.130592070354462,0.147872821373367
