"","V1","V2"
"1",0.0305057113981659,0.0618313491519148
"2",0.0929235698704306,0.124788204002683
"3",0.264199089378644,0.264968139093643
"4",0.202135703788677,0.197789509101455
"5",0.139503621240125,0.141479296841692
"6",0.171488435182137,0.181955928529279
"7",0.220302051725417,0.185111083979507
"8",0.308992920777628,0.310573654717391
"9",0.227141661346929,0.219603202759186
"10",0.231357958290399,0.197855248032899
"11",0.116666607445581,0.0874937580615109
"12",0.170490674627684,0.168333427476792
"13",0.217810442815797,0.231061186181151
"14",0.133702820596352,0.132942091721007
"15",0.175139199009078,0.112629306398405
"16",0.251624439061131,0.24735141435246
"17",0.188905279472267,0.166004185214533
"18",0.126430047026025,0.123685985540134
"19",0.109154024529256,0.138162262992011
"20",0.140058732172265,0.205839890874489
"21",0.182298659722671,0.210485996720915
"22",0.285604928152887,0.296139914968165
"23",0.158027906233841,0.161438479052588
"24",0.334481738529838,0.371277901639381
"25",0.0928960379989242,0.0968884936359212
"26",0.0610175977894416,0.0896591292008687
"27",0.237812826798116,0.24204260399223
"28",0.142756479677104,0.166966279505112
"29",0.0908530311756239,0.145621305558198
"30",0.230482839660227,0.179749477249649
"31",0.147513809167236,0.175353300465424
"32",0.165672532582668,0.160957776448462
"33",0.148618038509477,0.16728118354779
"34",0.214333748778027,0.24564663455132
"35",0.220547314388682,0.178781332893479
"36",0.164489030883035,0.182005814229568
"37",0.128076665907353,0.165621104458917
"38",0.151815506076638,0.123079407844527
"39",0.112222658179904,0.147342627232635
"40",0.236148266667985,0.223928383510466
"41",0.159741607800952,0.155988944901859
"42",0.190236299392636,0.198110153596323
"43",0.184183092550254,0.222912170587056
"44",0.0851279385581767,0.116078812402102
"45",0.107337352079373,0.0955676670865297
"46",0.132694130657627,0.134478402843015
"47",0.210919172519693,0.129759133416795
"48",0.146598885759429,0.128133458530196
"49",0.183908025065005,0.132380984585821
"50",0.0704349654460941,0.0928797832759695
"51",0.209726245282032,0.223164763944106
"52",0.200121333024482,0.245059007763988
"53",0.14140958948312,0.14221663490244
"54",0.248690069847857,0.262852045558727
"55",0.200608353975542,0.206067334935622
"56",0.172656864252984,0.222548476925599
"57",0.158230435916414,0.137772800702628
"58",0.172201023139429,0.171412835305009
"59",0.152494451729115,0.20816081794307
"60",0.148382530283356,0.161508226730926
"61",0.178486852723933,0.191471185112455
"62",0.158064676168471,0.197201863610735
"63",0.112520594748886,0.109730623600097
"64",0.16904846123952,0.131731262209065
"65",0.159614786503716,0.115702807873346
"66",0.0954701025250349,0.11603622544687
"67",0.180089045504371,0.178221166212743
"68",0.191948027148423,0.182003434699295
"69",0.133069526184898,0.131498130144251
"70",0.198140075417774,0.194310905444721
"71",0.0974326604393711,0.118048212089759
"72",0.237461515960263,0.266989923279274
"73",0.21026959747698,0.182952536808837
"74",0.142913069290711,0.207922034439168
"75",0.164256115257848,0.157692706457951
"76",0.158752702846532,0.108942542147678
"77",0.164896242925384,0.143408904199451
"78",0.186509978152084,0.134264214678465
"79",0.261636707346503,0.249506636484305
"80",0.169200637482424,0.172468973020269
"81",0.112868022260596,0.124184356662643
"82",0.133369794548981,0.167196802255745
