"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.0483025439494907,0.95,0.975,0.262781559626706,0.294002488387254
"2",0.1,0.0966050878989813,0.9,0.975,0.296865212986251,0.336331262631225
"3",0.15,0.144907631848472,0.9,0.975,0.268697033063497,0.305597148547141
"4",0.2,0.17099759466767,0.9,0.975,0.248668139839628,0.282613154864901
"5",0.25,0.15874010519682,0.9,0.95,0.244373269374749,0.276760922870092
"6",0.3,0.200829885024651,0.825,0.9,0.214120652062984,0.242914069665996
"7",0.35,0.246655455622271,0.85,0.875,0.190656150978072,0.217319191184417
