"","hr","hd","coverage90","coverage95","width90","width95"
"1",0.05,0.0483025439494907,0.975,1,0.266737123093382,0.298651079252648
"2",0.1,0.0966050878989813,0.975,1,0.299121890505147,0.338409490139577
"3",0.15,0.144907631848472,0.925,0.925,0.259967926691671,0.294187036429814
"4",0.2,0.17099759466767,0.9,0.95,0.244211592060418,0.277271650843137
"5",0.25,0.15874010519682,0.875,0.95,0.243438807775915,0.276949560692699
"6",0.3,0.200829885024651,0.85,0.925,0.215923755014612,0.247210783526919
"7",0.35,0.246655455622271,0.875,0.95,0.193442142681008,0.221533090916692
