"","hr","max_width90.zhou","max_width95.zhou","max_width90.zhou.m","max_width95.zhou.m","max_width90.zhou.iso","max_width95.zhou.iso"
"1",0.05,0.553622076413298,0.596507626093248,0.553622076413298,0.596507626093248,0.553622076413294,0.596507626093245
"2",0.1,0.604496632969358,0.653319113618367,0.604496632969358,0.653319113618367,0.604496632969353,0.65331911361836
"3",0.15,0.591540815918192,0.644082115700612,0.591540815918192,0.644082115700612,0.591540815918186,0.644082115700606
"4",0.2,0.515671735519858,0.563949467665412,0.515671735519858,0.563949467665412,0.515671735519852,0.563949467665406
"5",0.25,0.450305337924455,0.490590263484319,0.450305337924455,0.490590263484319,0.450305337924449,0.490590263484314
"6",0.3,0.396122143194132,0.433597044559088,0.396122143194132,0.433597044559088,0.396122143194127,0.433597044559083
"7",0.35,0.354245326188786,0.386652530030095,0.354245326188786,0.386652530030095,0.354245326188782,0.386652530030091
