"","x"
"1",0.342646540052164
"2",0.297660244731489
"3",1.06439217875269
"4",0.592772683170699
"5",0.457510023269214
"6",0.362532451694815
"7",0.358309665250079
"8",0.237421555354594
"9",0.697842216399558
"10",0.798816004904486
"11",0.667634207841715
"12",0.585608798417729
"13",0.443500052150849
"14",0.967173214354713
"15",0.246996458225162
"16",0.338222811293851
"17",0.692475667971935
"18",0.425650756777457
"19",0.295812378735519
"20",0.396211062035922
"21",0.594073994618746
"22",0.621689977186473
"23",0.451784228380504
"24",0.490377290497009
"25",0.421700928318857
"26",0.750007424761714
"27",0.476388811247932
"28",0.476783724978594
"29",0.870930026973938
"30",0.643949351488799
"31",0.536406460866552
"32",0.675845798671766
"33",0.436703900683284
"34",0.346242588007586
"35",0.46397327525782
"36",0.585399535726266
"37",0.360841095489227
"38",0.403868043913304
"39",1.03604364771227
"40",0.36079539546595
"41",0.741221313721432
"42",0.530261742808804
"43",1.1657003053505
"44",0.591393640583412
"45",0.382467655100791
"46",1.12812453371795
"47",0.270255146481081
"48",0.576186482781502
"49",0.437187872630811
"50",0.554724602436279
"51",0.726022433619417
"52",0.528152011266843
"53",0.494215240401204
"54",0.329817108912913
"55",0.59000542283085
"56",0.770568213220064
"57",0.701693099254952
"58",0.465229290391524
"59",0.571454562227368
"60",0.73878648321167
"61",0.296897383043668
"62",0.382214620264175
"63",0.467771738345238
"64",0.444946073757295
"65",0.868662822713999
"66",0.888861131063555
"67",0.367237267305393
"68",0.606613416065321
"69",0.595480616002929
"70",0.460895585117564
"71",1.31908329406247
"72",0.610927908288442
"73",0.413434187077971
"74",0.59021466377945
"75",0.493536249184823
"76",0.863965972755852
"77",0.444444230245446
"78",0.446778855982683
"79",0.314826396858776
"80",0.362623630571601
"81",0.611665795051632
"82",0.443697608394499
"83",0.333689024059342
"84",0.343713782959643
"85",0.761350818694227
"86",1.21655341066894
"87",0.354164721836325
"88",0.493335361727043
"89",0.659983936373778
"90",0.610071577492294
"91",0.440568942514299
"92",0.548068858511265
"93",0.383109411657159
"94",0.663944123160097
"95",0.450316993556825
"96",0.306653628348759
"97",0.316812101535065
"98",0.60830096039555
"99",0.569021820070411
"100",0.511247164172729
"101",0.798143648170532
"102",0.462907778222403
"103",0.441675444713408
"104",0.349800618868311
"105",0.928192454651395
"106",0.508180331230479
"107",0.569971509088931
"108",0.547846798407378
"109",0.477655228727197
"110",0.844942274657328
"111",0.636467753467684
"112",0.355592391200154
"113",0.426955975556125
"114",1.26776413584431
"115",0.347615631942124
"116",0.461187744872525
"117",0.465429517589103
"118",0.700351665915792
"119",0.449494545968291
"120",0.460876638507516
"121",0.592930071928744
"122",0.634594966472857
"123",0.492065387508388
"124",0.54782164299018
"125",0.424828000461388
"126",0.604284072661923
"127",0.282334433145761
"128",0.612522052205181
"129",0.662928792515677
"130",0.639446558328225
"131",0.87134333732665
"132",0.368757204235463
"133",0.582149302096849
"134",0.517548011851266
"135",0.345615244628044
"136",0.412445930953741
"137",0.386689616273652
"138",0.343431361703336
"139",0.73961026590612
"140",0.676085289388509
"141",0.557872618758078
"142",0.906520021613598
"143",0.649865537209246
"144",0.67936709539025
"145",0.453926134305847
"146",0.316465837647198
"147",0.478877783901744
"148",0.813292379290704
"149",0.262600277537027
"150",0.498427015967948
"151",0.493666458626853
"152",0.454392150561522
"153",0.281583675739926
"154",0.756559870509852
"155",0.429703443837029
"156",0.34930150915085
"157",0.664695398394053
"158",0.721049027466601
"159",0.391660416413258
"160",0.543804315102269
"161",0.465459352236108
"162",0.43375070619423
"163",0.420501465577614
"164",0.60147643311663
"165",0.571060251667887
"166",0.419222419508974
"167",0.825795551911276
"168",0.428947966829143
"169",0.966466813854392
"170",0.675934538099061
"171",0.574269445467585
"172",0.388130326315696
"173",0.327431581481843
"174",0.576769729288327
"175",0.619617872364496
"176",0.441849059118273
"177",0.338354793030148
"178",0.340659813994706
"179",0.315208214649057
"180",0.43850523957578
"181",0.494369824545762
"182",0.311208394709679
"183",0.320941036529081
"184",0.386521873837423
"185",0.875460889932559
"186",0.374275498677896
"187",0.423939134656376
"188",0.509450207389963
"189",0.374176205654801
"190",0.912651195511664
"191",0.490985685707351
"192",1.03524062861406
"193",0.50249949869904
"194",0.495342769869556
"195",0.440874801549719
"196",0.974248512999295
"197",0.706345478980409
"198",0.529131894371592
"199",0.245553416702097
"200",0.411308206901342
"201",0.445366652302996
"202",0.823817848073755
"203",0.536040037674927
"204",1.10618323439404
"205",0.48090450846301
"206",0.313520013540676
"207",0.326577041829092
"208",0.639266693005167
"209",0.422377553446155
"210",1.10066456731586
"211",0.313937295313016
"212",0.402352000974641
"213",0.646484888368301
"214",0.365342374540528
"215",0.367961297423154
"216",0.611559458627562
"217",0.526550502492793
"218",0.399213659084904
"219",0.428365826139446
"220",0.53440833783352
"221",0.519864845252162
"222",0.366658479033444
"223",0.774075780647552
"224",0.37429274228358
"225",0.552986036877938
"226",0.289937443645723
"227",0.253624353494122
"228",0.731028284697001
"229",0.405336138561349
"230",0.331578239589955
"231",0.577195254766671
"232",0.406286194149055
"233",0.790547416650508
"234",0.372397194355319
"235",0.640705733868444
"236",0.513137393205732
"237",0.34592548793877
"238",0.567559047916202
"239",0.356030855602288
"240",0.30987061083001
"241",0.381393804748432
"242",0.737441504778682
"243",0.940055820861453
"244",0.51782663493384
"245",0.766383656937897
"246",0.50662643285398
"247",0.50737312215114
"248",0.388046524475376
"249",0.61195908042834
"250",0.634981196028676
"251",0.454591063475871
"252",0.367381495288777
"253",0.687479354068927
"254",0.270599853838752
"255",0.326735777438664
"256",0.533786985907155
"257",0.843313846875774
"258",0.314382960436225
"259",0.552197897041366
"260",0.304068844530294
"261",0.436740150448879
"262",0.451302383742883
"263",0.35239019312254
"264",0.249283264921297
"265",0.581710127900322
"266",0.410884487580188
"267",1.05911732520095
"268",0.417515595704097
"269",0.689164778758393
"270",0.770522963687533
"271",0.711308231012241
"272",0.442071920546003
"273",1.09836243719902
"274",0.992816699034551
"275",0.489844063410254
"276",0.485003317147061
"277",0.387524168024101
"278",0.318527141958985
"279",0.376396707820961
"280",0.560279596991551
"281",0.365085581566603
"282",0.460035169900659
"283",0.506661453163932
"284",0.427523330889884
"285",0.227665163234905
"286",0.554369698706579
"287",0.487000732407186
"288",0.55542915152933
"289",0.534601298165648
"290",0.737107373106732
"291",0.327224335649791
"292",0.318127751022636
"293",0.515101007100971
"294",0.99863546821929
"295",0.377163808244934
"296",0.594966587571317
"297",0.363397750080787
"298",0.650722198392072
"299",0.355247518853868
"300",1.11230833956584
"301",0.68877714394686
"302",0.813547793047838
"303",0.622485277814391
"304",0.787314738965278
"305",0.406100215010881
"306",0.928003363629115
"307",0.42484563131567
"308",0.777778075384731
"309",0.514402164153491
"310",0.542125564440207
"311",0.621111724772659
"312",0.548577866438143
"313",0.492597682629383
"314",0.335852913345971
"315",0.412815250217474
"316",0.399250876434304
"317",0.436500648531484
"318",0.347691259889712
"319",0.459917758110177
"320",0.955137516806503
"321",0.919051015157681
"322",0.54779554988459
"323",0.336106512549065
"324",0.519944148594228
"325",0.68600931821705
"326",0.300183936029196
"327",0.508198832492464
"328",0.546014855594894
"329",0.368059831418671
"330",0.462842223144942
"331",0.615679009687263
"332",0.838665010036332
"333",0.272241584582973
"334",0.443181456240172
"335",0.493290101832113
"336",1.01088570812092
"337",0.404868265142853
"338",0.340689875493266
"339",0.403532192497555
"340",1.14860264445634
"341",0.346568461811353
"342",0.882215449034814
"343",0.847624464886567
"344",0.474686178885212
"345",0.517754947179288
"346",0.661199539297017
"347",0.453114397014509
"348",0.524593445943144
"349",0.467020627417821
"350",0.542473626840428
"351",1.16253958550684
"352",0.363415718895715
"353",0.348815129412073
"354",0.960722116061103
"355",1.00556771735725
"356",0.703811878978809
"357",0.876501787581182
"358",0.485325796746075
"359",0.348115357611847
"360",0.452562300065769
"361",0.302463921040668
"362",0.463677978074083
"363",0.79090733774271
"364",0.954271545578774
"365",0.953006906753239
"366",0.580754514430496
"367",0.386959330713331
"368",0.830542954030245
"369",0.366153999966181
"370",0.697650211469028
"371",0.341794900861303
"372",0.763104044830687
"373",0.410162346844341
"374",0.534125914023802
"375",0.584299125805321
"376",0.433744544240299
"377",0.645283632469034
"378",0.689594774631974
"379",0.344577127595848
"380",1.17064480889964
"381",0.500965168831291
"382",0.840968615802119
"383",0.964929756041332
"384",0.440773411903414
"385",0.49236188182574
"386",1.10725207071981
"387",0.47599252968685
"388",0.641677958001384
"389",0.833537814005484
"390",0.820763602174798
"391",0.539121640510381
"392",0.674648998470401
"393",0.492357891143625
"394",0.499547494940586
"395",0.424432162137256
"396",0.703601548100309
"397",0.455812458177047
"398",0.262521194427601
"399",0.41125684822796
"400",0.623911326167691
"401",0.549893240255751
"402",0.933397752336727
"403",0.400208438408404
"404",0.422414383443531
"405",0.475100923545847
"406",0.879209814693874
"407",0.969190589746945
"408",0.388130640981789
"409",0.445581194524652
"410",0.6640648548214
"411",0.503431641192185
"412",0.448512168176932
"413",0.59299515825101
"414",0.890312800994122
"415",0.834426044569467
"416",0.565522995266565
"417",0.379101431082411
"418",0.470702540877465
"419",0.300790906917023
"420",0.260670587469345
"421",0.324463691829206
"422",0.27631983200743
"423",0.286296465754414
"424",0.349482876830205
"425",0.335979599269298
"426",0.620679017976945
"427",0.986244503930539
"428",0.436047262512285
"429",0.651905787488319
"430",0.392672855288303
"431",0.43909108214283
"432",0.827813720242855
"433",0.368696500323276
"434",0.527813556261329
"435",0.314470478949
"436",0.339811409133514
"437",0.569354235990917
"438",0.431711669503236
"439",0.318118552171805
"440",0.682892294724115
"441",0.427637165754974
"442",0.565389452364242
"443",0.606344731441117
"444",0.210224427601661
"445",0.331407917307548
"446",0.394144157102558
"447",1.00233203686866
"448",0.609450942988457
"449",0.309483865546911
"450",0.333496741233449
"451",0.406161882983809
"452",0.330868499566191
"453",0.628845388044849
"454",0.630949649092498
"455",0.686664009198481
"456",0.553343787693806
"457",0.582878476501805
"458",0.6615448712171
"459",0.564278789669277
"460",0.361706003501518
"461",0.943964578343209
"462",0.642640293590648
"463",0.772976393406097
"464",0.341228444091357
"465",1.55835965879581
"466",0.565411106779357
"467",0.5259072554098
"468",0.360262652067121
"469",0.549141031978281
"470",1.50828027378788
"471",0.398914060891022
"472",0.590854139192013
"473",0.515152879764405
"474",0.502629274544895
"475",0.951015320778975
"476",0.614491653746077
"477",0.501374258968754
"478",0.412930297323516
"479",0.31896021810702
"480",0.284930222246544
"481",0.612140871695532
"482",0.354085866126749
"483",0.3522956243131
"484",0.514634364861765
"485",0.376081840855325
"486",0.442691170867289
"487",0.628992396211318
"488",0.439694264334571
"489",0.373003210604251
"490",0.321752608311525
"491",0.261036277211806
"492",0.426859272927245
"493",0.648488115198932
"494",0.299580779067536
"495",1.33176188266675
"496",0.711800445148148
"497",0.391383799464311
"498",0.399473571071266
"499",1.13801772688832
"500",1.04401986552775
"501",0.954117630852243
"502",0.507943181201357
"503",0.566243339597467
"504",0.770322685542645
"505",0.313213649936632
"506",0.346206345560076
"507",0.643996829178475
"508",0.464148781236563
"509",0.576986009809689
"510",0.392784264600809
"511",0.443835844325753
"512",0.387238764622291
"513",0.434790728522009
"514",0.633684369593819
"515",0.382164733770186
"516",0.705854496358508
"517",0.750802939059821
"518",0.246292940228955
"519",0.361303158185327
"520",0.453624569343607
"521",0.548162990447071
"522",0.438897619582868
"523",0.334519621458375
"524",0.450006534063141
"525",0.46555574540188
"526",0.338216779647955
"527",0.397641991532125
"528",0.605402430437977
"529",0.498145195748497
"530",0.619231087116785
"531",0.407832726801889
